Fuel,Primary Carbon,Secondary Carbon,Tertiary Carbon,Quaternary Carbon,T(K),T+AF8-Error(+ACU-),P(atm),P+AF8-Error(+ACU-),Fuel(+ACU-),Oxidizer(+ACU-),Diluant(+ACU-),Equv(phi),Diluant Type,Time(+A7w-s),Mode+AF8-of+AF8-measurement,Species+AF8-name,Species+AF8-measurement+AF8-Error,Measured+AF8-wavelength(nm),Shocktube+AF8-dia(cm),Research+AF8-group,Data+AF8-Source
C,0,0,0,0,1390,NaN,85,NaN,20,13.3,66.7,3,N2,152,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1437,NaN,84.4,NaN,20,13.3,66.7,3,N2,80,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1149,NaN,113,NaN,20,13.3,66.7,3,N2,533,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1238,NaN,116.8,NaN,20,13.3,66.7,3,N2,282,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1286,NaN,103.1,NaN,20,13.3,66.7,3,N2,233,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1323,NaN,117.4,NaN,20,13.3,66.7,3,N2,155,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1186,NaN,145,NaN,20,13.3,66.7,3,N2,261,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1216,NaN,139.6,NaN,20,13.3,66.7,3,N2,227,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1293,NaN,148.2,NaN,20,13.3,66.7,3,N2,130,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1317,NaN,134.9,NaN,20,13.3,66.7,3,N2,135,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1196,NaN,55.3,NaN,27.3,18.2,54.5,3,N2,738,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1258,NaN,54.4,NaN,27.3,18.2,54.5,3,N2,453,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1371,NaN,59.6,NaN,27.3,18.2,54.5,3,N2,151,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1242,NaN,86.6,NaN,27.3,18.2,54.5,3,N2,228,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1272,NaN,82.8,NaN,27.3,18.2,54.5,3,N2,200,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1041,NaN,128.4,NaN,27.3,18.2,54.5,3,N2,433,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1138,NaN,139.9,NaN,27.3,18.2,54.5,3,N2,194,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1186,NaN,138.5,NaN,27.3,18.2,54.5,3,N2,182,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1249,NaN,122.8,NaN,27.3,18.2,54.5,3,N2,142,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1250,NaN,133,NaN,27.3,18.2,54.5,3,N2,118,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1304,NaN,136,NaN,27.3,18.2,54.5,3,N2,89,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1327,NaN,129.7,NaN,27.3,18.2,54.5,3,N2,81,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1150,NaN,176.6,NaN,27.3,18.2,54.5,3,N2,120,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1230,NaN,188.7,NaN,27.3,18.2,54.5,3,N2,71,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1235,NaN,194,NaN,27.3,18.2,54.5,3,N2,67,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1268,NaN,169.7,NaN,27.3,18.2,54.5,3,N2,72,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1453,NaN,20.3,NaN,50,16.7,33.3,6,He,466,Pressure,NaN,NaN,NaN,5,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1520,NaN,13.8,NaN,50,16.7,33.3,6,He,420,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1523,NaN,18.6,NaN,50,16.7,33.3,6,He,333,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1529,NaN,13.8,NaN,50,16.7,33.3,6,He,391,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1548,NaN,15.2,NaN,50,16.7,33.3,6,He,345,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1607,NaN,12,NaN,50,16.7,33.3,6,He,265,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1456,NaN,57.2,NaN,50,16.7,33.3,6,He,86,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1547,NaN,51.2,NaN,50,16.7,33.3,6,He,58,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1324,NaN,79,NaN,50,16.7,33.3,6,He,185,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1367,NaN,72.8,NaN,50,16.7,33.3,6,He,135,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1395,NaN,68.4,NaN,50,16.7,33.3,6,He,111,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1128,NaN,90.7,NaN,50,16.7,33.3,6,He,332,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1203,NaN,91.3,NaN,50,16.7,33.3,6,He,315,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1290,NaN,81.6,NaN,50,16.7,33.3,6,He,249,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1272,NaN,35.5,NaN,17.6,11.8,56.6,3,N2+AC0-He,875,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1338,NaN,29.5,NaN,17.6,11.8,56.6,3,N2+AC0-He,591,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1398,NaN,28.9,NaN,17.6,11.8,56.6,3,N2+AC0-He,418,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1458,NaN,27,NaN,17.6,11.8,56.6,3,N2+AC0-He,260,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1342,NaN,49.5,NaN,17.6,11.8,56.6,3,N2+AC0-He,379,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1469,NaN,47.1,NaN,17.6,11.8,56.6,3,N2+AC0-He,149,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1269,NaN,57.2,NaN,17.6,11.8,56.6,3,N2+AC0-He,529,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1366,NaN,61.5,NaN,17.6,11.8,56.6,3,N2+AC0-He,181,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1391,NaN,60.5,NaN,17.6,11.8,56.6,3,N2+AC0-He,152,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1347,NaN,76.4,NaN,17.6,11.8,56.6,3,N2+AC0-He,233,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1340,NaN,92.5,NaN,17.6,11.8,56.6,3,N2+AC0-He,128,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1358,NaN,106.6,NaN,17.6,11.8,56.6,3,N2+AC0-He,111,Pressure,NaN,NaN,NaN,7.6,Stanford,Low+AF8-Dilution+AF8-CH+AF8-4 /  Ram+AF8-Accelerator+AF8-CH+AF8-4
C,0,0,0,0,1680,+ALE-2,85.3,NaN,0.25,1,98.75,0.5,Ar,118,Species,OH,NaN,306.7,3.8,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1770,+ALE-2,31.2,NaN,0.25,1,98.75,0.5,Ar,89,Species,OH,NaN,306.7,3.8,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1730,+ALE-2,30.3,NaN,0.5,2,97.5,0.5,Ar,73,Species,OH,NaN,306.7,3.8,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1659,+ALE-2,80.9,NaN,0.5,2,97.5,0.5,Ar,82,Species,OH,NaN,306.7,3.8,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1665,+ALE-2,81.2,NaN,0.5,2,97.5,0.5,Ar,62,Species,OH,NaN,306.7,3.8,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1830,+ALE-2,9.8,NaN,0.5,2,97.5,0.5,Ar,98,Species,OH,NaN,306.7,3.8,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1853,+ALE-2,10.5,NaN,0.5,2,97.5,0.5,Ar,75,Species,OH,NaN,306.7,3.8,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1706,+ALE-2,83.9,NaN,0.28,0.56,99.16,1,Ar,200,Species,OH,NaN,306.7,3.8,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1811,+ALE-2,31.3,NaN,0.28,0.56,99.16,1,Ar,128,Species,OH,NaN,306.7,3.8,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1687,+ALE-2,30.5,NaN,0.28,0.56,99.16,1,Ar,401,Species,OH,NaN,306.7,3.8,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1761,+ALE-2,36.8,NaN,0.28,0.56,99.16,1,Ar,177,Species,OH,NaN,306.7,3.8,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1821,+ALE-2,79.4,NaN,0.28,0.56,99.16,1,Ar,74,Species,OH,NaN,306.7,3.8,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1778,+ALE-2,79.1,NaN,0.56,1.14,98.3,1,Ar,53,Species,OH,NaN,306.7,3.8,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1957,+ALE-2,9.7,NaN,0.56,1.14,98.3,1,Ar,58,Species,OH,NaN,306.7,3.8,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,2043,+ALE-2,9.4,NaN,0.56,1.14,98.3,1,Ar,41,Species,OH,NaN,306.7,3.8,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1534,+ALE-2,30.1,NaN,3.4,6.7,89.9,1,Ar,206,Pressure,NaN,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1535,+ALE-2,61.9,NaN,3.4,6.7,89.9,1,Ar,113,Pressure,NaN,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1633,+ALE-2,31.7,NaN,3.4,6.7,89.9,1,Ar,51,Pressure,NaN,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1584,+ALE-2,34.1,NaN,3.4,6.7,89.9,1,Ar,96,Pressure,NaN,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1496,+ALE-2,34.4,NaN,3.4,6.7,89.9,1,Ar,229,Pressure,NaN,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1408,+ALE-2,34.6,NaN,3.4,6.7,89.9,1,Ar,554,Pressure,NaN,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1408,+ALE-2,34.6,NaN,3.4,6.7,89.9,1,Ar,554,Pressure,NaN,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1673,NaN,84.4,NaN,0.25,1,98.75,0.5,Ar,95,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1590,NaN,86.8,NaN,0.25,1,98.75,0.5,Ar,209,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1671,NaN,32.8,NaN,0.25,1,98.75,0.5,Ar,142,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1627,NaN,31.7,NaN,1,4,95,0.5,Ar,88,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1532,NaN,32.3,NaN,1,4,95,0.5,Ar,227,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1512,NaN,34.5,NaN,1,4,95,0.5,Ar,314,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1426,NaN,34.1,NaN,1,4,95,0.5,Ar,725,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1739,NaN,10.1,NaN,1,4,95,0.5,Ar,82,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1988,NaN,30.2,NaN,0.25,0.25,99.5,2,Ar,14,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,2031,NaN,9.3,NaN,0.25,0.25,99.5,2,Ar,20,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1710,NaN,39.5,NaN,0.5,0.5,99,2,Ar,169,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1896,NaN,77.1,NaN,0.5,0.5,99,2,Ar,15,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1926,NaN,9.4,NaN,0.5,0.5,99,2,Ar,63,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1887,NaN,9.4,NaN,0.5,0.5,99,2,Ar,81,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1807,NaN,35.5,NaN,0.5,0.5,99,2,Ar,63,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1425,NaN,36.6,NaN,5,5,90,2,Ar,783,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1579,NaN,34.6,NaN,5,5,90,2,Ar,173,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1536,NaN,33.7,NaN,5,5,90,2,Ar,376,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1455,NaN,33.9,NaN,5,5,90,2,Ar,671,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1555,NaN,30.4,NaN,5,5,90,2,Ar,268,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1633,NaN,29.1,NaN,5,5,90,2,Ar,118,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1635,NaN,10.2,NaN,5,5,90,2,Ar,333,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1744,NaN,9.8,NaN,5,5,90,2,Ar,110,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1478,NaN,60.3,NaN,5,5,90,2,Ar,321,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1706,NaN,80.9,NaN,0.25,0.14,99.61,3.6,Ar,174,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1742,NaN,29.9,NaN,0.25,0.14,99.61,3.6,Ar,163,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1977,NaN,32.3,NaN,0.25,0.14,99.61,3.6,Ar,16,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1692,NaN,79.9,NaN,0.25,0.14,99.61,3.6,Ar,163,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1949,NaN,9.5,NaN,0.25,0.14,99.61,3.6,Ar,53,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1802,NaN,9.2,NaN,0.25,0.14,99.61,3.6,Ar,238,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1690,NaN,85.7,NaN,0.5,0.25,99.25,4,Ar,177,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1818,NaN,31.4,NaN,0.5,0.25,99.25,4,Ar,60,Species,CH4,NaN,NaN,5,Stanford,petersen1995+AF8-H / Methane+AF8-high+AF8-p / Methane+AF8-Oxidation
C,0,0,0,0,1760,NaN,13.19,NaN,2,4,94,1,Ar,67,Species,CH,NaN,431,5,Stanford,HiFiRE+AF8-JP+AF8-7
C,0,0,0,0,1616,NaN,13.7,NaN,2,4,94,1,Ar,284,Species,CH,NaN,431,5,Stanford,HiFiRE+AF8-JP+AF8-7
C,0,0,0,0,1691,NaN,13.44,NaN,2,4,94,1,Ar,132,Species,CH,NaN,431,5,Stanford,HiFiRE+AF8-JP+AF8-7
C,0,0,0,0,1457,NaN,13.88,NaN,2,4,94,1,Ar,1289,Species,CH,NaN,431,5,Stanford,HiFiRE+AF8-JP+AF8-7
C,0,0,0,0,1575,NaN,14.06,NaN,2,4,94,1,Ar,422,Species,CH,NaN,431,5,Stanford,HiFiRE+AF8-JP+AF8-7
C,0,0,0,0,1521,NaN,14.16,NaN,2,4,94,1,Ar,749,Species,CH,NaN,431,5,Stanford,HiFiRE+AF8-JP+AF8-7
C,0,0,0,0,1469,NaN,14.37,NaN,2,4,94,1,Ar,1205,Species,CH,NaN,431,5,Stanford,HiFiRE+AF8-JP+AF8-7
C,0,0,0,0,1621,NaN,37.35,NaN,2,4,94,1,Ar,142,Species,CH,NaN,431,5,Stanford,HiFiRE+AF8-JP+AF8-7
C,0,0,0,0,1499,NaN,35.26,NaN,2,4,94,1,Ar,535,Species,CH,NaN,431,5,Stanford,HiFiRE+AF8-JP+AF8-7
C,0,0,0,0,1584,NaN,36.79,NaN,2,4,94,1,Ar,208,Species,CH,NaN,431,5,Stanford,HiFiRE+AF8-JP+AF8-7
C,0,0,0,0,1565,NaN,37.49,NaN,2,4,94,1,Ar,242,Species,CH,NaN,431,5,Stanford,HiFiRE+AF8-JP+AF8-7
C,0,0,0,0,1522,NaN,36.2,NaN,2,4,94,1,Ar,403,Species,CH,NaN,431,5,Stanford,HiFiRE+AF8-JP+AF8-7
C,0,0,0,0,1369,NaN,15.03,NaN,1,4,95,0.5,Ar,1714,Species,CH,NaN,431,5,Stanford,HiFiRE+AF8-JP+AF8-7
C,0,0,0,0,1557,NaN,14.29,NaN,1,4,95,0.5,Ar,360,Species,CH,NaN,431,5,Stanford,HiFiRE+AF8-JP+AF8-7
C,0,0,0,0,1663,NaN,13.8,NaN,1,4,95,0.5,Ar,130,Species,CH,NaN,431,5,Stanford,HiFiRE+AF8-JP+AF8-7
C,0,0,0,0,1587,NaN,13.76,NaN,1,4,95,0.5,Ar,288,Species,CH,NaN,431,5,Stanford,HiFiRE+AF8-JP+AF8-7
C,0,0,0,0,1505,NaN,14.65,NaN,1,4,95,0.5,Ar,640,Species,CH,NaN,431,5,Stanford,HiFiRE+AF8-JP+AF8-7
C,0,0,0,0,1411,NaN,14.28,NaN,1,4,95,0.5,Ar,1589,Species,CH,NaN,431,5,Stanford,HiFiRE+AF8-JP+AF8-7
